modelo_id,fold,mae,r2
100,2,0.9177128933531253,0.029091315780474747
100,3,0.9248011391226275,0.010606272593984833
100,4,0.9582065382032717,0.039505042940715995
100,5,0.9078693309134648,-0.03011512342123157
101,1,0.8443262134532684,-0.011215585611699774
101,2,0.9176585579137517,0.028918443021751727
101,3,0.9214224399038871,0.017006729772321427
101,4,0.9564639820451425,0.0424166545207757
101,5,0.9079743030091926,-0.032311322361964656
102,1,0.8535969064917035,-0.04839674028489194
102,2,0.925149567059744,0.03940808140617991
102,3,0.9617165805485279,-0.018729138612486373
102,4,0.9636865234939813,0.010860579715707641
102,5,0.8910931168118279,-0.02586353482409498
103,1,0.8527921363049955,-0.049058269037594915
103,2,0.9252883040338477,0.039792239646867955
103,3,0.9712649645547454,-0.034590136168291874
103,4,0.9642448817586268,0.009543165005327259
103,5,0.8909967094107799,-0.025725592498504923
104,1,0.8529926348245157,-0.04629839186873563
104,2,0.9249802516839207,0.03976216979244629
104,3,0.9609210791355752,-0.016544907419104637
104,4,0.9820920446773336,-0.006830601604312481
104,5,0.8975230850277808,-0.048418682999900486
105,1,0.8516432267278792,-0.04757715780437466
105,2,0.9233824183907926,0.03852648084081456
105,3,0.9602072051586761,-0.014887250269721708
105,4,0.9700783974291391,0.006057239025923256
105,5,0.8909542889005376,-0.021889669783542898
106,1,0.8519385858767836,-0.046221597816018534
106,2,0.9251313228313122,0.04045279570309335
106,3,0.9708552082720193,-0.03295494300136892
106,4,0.9821941619946631,-0.007204441933519323
106,5,0.896840892880601,-0.04783747437105701
107,1,0.8502872076011216,-0.04841109154947065
107,2,0.923521773419317,0.03914056232585916
107,3,0.9696852543795286,-0.03041311161281013
107,4,0.9702773980509356,0.0054811844317103064
107,5,0.890681597747158,-0.02144945213283167
108,1,0.8537109506728519,-0.05840429122565727
108,2,0.9269910599798867,0.026794094941919977
108,3,0.96024129202713,-0.014960416101867047
108,4,0.9799694535791941,-0.005467143734092517
108,5,0.8985724368956719,-0.0552527025962688
109,1,0.8362007981703647,-0.02819345054633149
109,2,0.9350418250583762,0.00916369246471238
109,3,0.9616466807850922,-0.021497075410221056
109,4,0.955352868971366,0.02110225100644958
109,5,0.9074364079805066,-0.06959739448813562
110,1,0.8356324925459188,-0.028867420163240842
110,2,0.9351845613417087,0.009234724017439078
110,3,0.9661112946106936,-0.029866979626870016
110,4,0.957601696817939,0.016941425032511392
110,5,0.9073578445750996,-0.06957687213799435
111,1,0.836051350311669,-0.027711806327997524
111,2,0.9341645115655467,0.008821806179030167
111,3,0.9614494763610887,-0.020682490545135712
111,4,0.9556126559161048,0.019904253075267775
111,5,0.9061974196578764,-0.07014015418024022
112,1,0.836198475527693,-0.028189811609632187
112,2,0.9349984640441623,0.009124294235381303
112,3,0.964689913403543,-0.025274016425067103
112,4,0.9557517273145053,0.020527885000938495
112,5,0.9083556556552514,-0.07158073506392038
113,1,0.8356912696128207,-0.029244159219676824
113,2,0.9339946088912274,0.008745753944660262
113,3,0.9668687507247958,-0.031906904529016344
113,4,0.9590269795727785,0.011606340043745611
113,5,0.9065264320294288,-0.07027409289570885
114,1,0.8356599027309183,-0.02932085234936377
114,2,0.9350745342852455,0.009119385810838931
114,3,0.9669460158735835,-0.030337293744026272
114,4,0.9592581156307785,0.013580693270176525
114,5,0.9082657785943093,-0.07201866025264336
115,1,0.8360434096115695,-0.02746839662777778
115,2,0.9324180838070933,0.007013195928470273
115,3,0.9668739668503076,-0.02934240866560711
115,4,0.9553486023124793,0.02008048502628601
115,5,0.9079921135345513,-0.07910346480804997
116,1,0.8280896196508661,0.00020274723268931538
116,2,0.9206203703496334,0.026597228910043458
116,3,0.966905615696066,-0.011611476719472158
116,4,0.9414319100041787,0.05545883059878154
116,5,0.9119160706710376,-0.055693837822090586
117,1,0.8281708876069868,0.0003785483912482901
117,2,0.9196286094866515,0.026666801985851807
117,3,0.9708272979280659,-0.019299608643114752
117,4,0.9444185855806232,0.05123033709009617
117,5,0.9140083072176333,-0.057936926975415526
118,1,0.8281044176487339,0.006669854738395875
118,2,0.920807800557677,0.023953259999373255
118,3,0.9626424886700058,-0.014118154579542352
118,4,0.9404734423749226,0.05881874419339195
118,5,0.9193817997281778,-0.0622777790391833
119,1,0.8297733072659502,-0.004421196595656207
119,2,0.9209559940166183,0.025281042760063488
119,3,0.9679735212758437,-0.01507080409393291
119,4,0.9415746500727578,0.05184157115983523
119,5,0.9119140726598459,-0.05569398642401402
120,1,0.8283054130815962,0.00721382954823746
120,2,0.9201602025388028,0.024327416708735394
120,3,0.9659448690555821,-0.021298604309351266
120,4,0.9440419575580561,0.05498675790420604
120,5,0.9232306942721523,-0.06479651812758114
121,1,0.8297675262504112,-0.004339802660056957
121,2,0.9200642592682166,0.025399717918182074
121,3,0.9719308043733983,-0.022981595440793923
121,4,0.944330657347029,0.04823868999784742
121,5,0.9139962453851459,-0.05794068405954733
122,1,0.8350774325784538,0.0011337994839982768
122,2,0.9275833631058005,0.027933377060945896
122,3,0.9577319246476306,-0.007490915131627585
122,4,0.9379679182399864,0.06089277138237026
122,5,0.9242401318265572,-0.06915700815820047
123,1,0.8395436520430739,-0.0391314187598526
123,2,0.9389575638984154,0.0027335944227436793
123,3,0.9594610609037482,-0.01875724138258983
123,4,0.9562213258266524,0.021116205645779207
123,5,0.9042908400714857,-0.059339213820988945
