ranking_mae,modelo_id,variables,interacciones,n_variables,n_interacciones,n_terminos,mae_promedio,mae_desvio,r2_promedio,r2_desvio,delta_mae_vs_base,delta_r2_vs_base,folds_mejora_mae_vs_base
1,16661,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,6,2,8,0.8861021112713019,0.03136608634992976,0.04613356369807527,0.06168469495631648,-0.013821174222068855,0.01352617115192803,3
2,20247,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × marital_bin,6,2,8,0.8874723999065747,0.03281185718430617,0.04902548287724904,0.03793523082891514,-0.012450885586796079,0.016418090331101802,4
3,27126,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,7,2,9,0.8876693193529727,0.028024777441164297,0.048792662889254636,0.05687531133455257,-0.012253966140398087,0.016185270343107398,3
4,10210,gained + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,5,2,7,0.8877654065885456,0.03528952938369194,0.04960766717757923,0.05700464706237572,-0.012157878904825115,0.017000274631431993,4
5,25574,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,fage × visits + marital_bin × whitemom_bin,7,2,9,0.8878513869266174,0.03542932256119751,0.04477040770244041,0.07169620048405011,-0.012071898566753392,0.012163015156293172,3
6,32316,mage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + sex_bin × marital_bin,8,2,10,0.8880306067635676,0.029437554551440228,0.05047944696101878,0.06532371388470097,-0.011892678729803152,0.017872054414871545,5
7,6743,fage + gained + sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,5,2,7,0.8880883913172392,0.031271687210664985,0.034810681734209294,0.053736439322667785,-0.011834894176131594,0.002203289188062056,4
8,20630,gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,6,2,8,0.888103586928023,0.02779195131534617,0.05236886691799745,0.054232358504976756,-0.011819698565347703,0.01976147437185021,3
9,28899,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × marital_bin,7,2,9,0.8882915499096822,0.03274742116330549,0.05725842839701893,0.04584828632178894,-0.011631735583688574,0.024651035850871694,4
10,31909,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,fage × visits + sex_bin × marital_bin,8,2,10,0.8884014973132335,0.0300072344595494,0.048906955944034866,0.05798122378443109,-0.011521788180137271,0.01629956339788763,4
11,10372,gained + sex_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,5,2,7,0.8884097630815513,0.026810590580515922,0.042532275880805305,0.05002045157273096,-0.011513522411819466,0.009924883334658068,4
12,17018,fage + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,6,2,8,0.888496993006623,0.027297649115204218,0.039515662674310705,0.0508747085158444,-0.011426292486747758,0.006908270128163467,4
13,16612,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + marital_bin × whitemom_bin,6,2,8,0.8885053347626946,0.031329280521987066,0.043374879816285516,0.06117495576340057,-0.011417950730676196,0.010767487270138279,3
14,16562,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,6,1,7,0.8885446157269875,0.03133574699881691,0.043799363223667065,0.061781556643107034,-0.011378669766383243,0.011191970677519827,3
15,9636,visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,5,2,7,0.8885697012428467,0.03254064411560367,0.044997334661542585,0.03674068410602254,-0.011353584250524018,0.012389942115395347,4
16,9605,visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin,5,1,6,0.8885774798921247,0.03278091156128487,0.04519410252431559,0.03673247610036294,-0.011345805601246095,0.012586709978168353,4
17,27889,mage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + sex_bin × marital_bin,7,2,9,0.8885834486078356,0.03259167991679144,0.042122467966404106,0.0603405807664325,-0.011339836885535193,0.009515075420256869,4
18,20061,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin,6,1,7,0.8886510786091343,0.034399604804722705,0.05310768328437421,0.04779622461424904,-0.011272206884236469,0.02050029073822697,5
19,20130,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + habit_bin × mature_bin,6,2,8,0.8886510786091343,0.03439960480472269,0.05310768328437421,0.04779622461424904,-0.011272206884236469,0.02050029073822697,5
20,20123,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × habit_bin,6,2,8,0.8886885736233363,0.035295424504505166,0.05619056459581582,0.05356960147112098,-0.011234711870034442,0.02358317204966858,5
21,31915,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,fage × visits + marital_bin × whitemom_bin,8,2,10,0.8887273237766398,0.03326036608281302,0.04751253668089561,0.06830927684775558,-0.011195961716730984,0.014905144134748374,4
22,3197,gained + sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,4,2,6,0.8887433168507644,0.03439491860540573,0.03675961933602776,0.048734137486751365,-0.011179968642606397,0.004152226789880524,4
23,27194,mage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + sex_bin × marital_bin,7,2,9,0.8887829583950524,0.030737112395866722,0.05104998229955382,0.06721184384932748,-0.011140327098318359,0.018442589753406582,5
24,28905,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + marital_bin × whitemom_bin,7,2,9,0.8887859077894792,0.03559061316585849,0.05461977513804876,0.055790416024016395,-0.01113737770389156,0.022012382591901525,5
25,15373,fage + visits + gained + sex_bin + whitemom_bin + mature_bin,fage × gained + visits × mature_bin,6,2,8,0.8889217634719543,0.033129672790692545,0.043532424034150564,0.03803584251646112,-0.011001522021416466,0.010925031488003327,4
26,16576,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,fage × gained + marital_bin × whitemom_bin,6,2,8,0.8889258351770433,0.0320997339964615,0.04532153970017132,0.06525627106801189,-0.010997450316327484,0.01271414715402408,4
27,20122,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,6,2,8,0.8889567583457,0.03379939091543605,0.05296024750350894,0.048361534476286744,-0.010966527147670768,0.0203528549573617,5
28,32322,mage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × visits + marital_bin × whitemom_bin,8,2,10,0.8889963567564223,0.034085077915775065,0.04658631626173233,0.07501938597660991,-0.010926928736948449,0.013978923715585095,5
29,25570,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,fage × visits + sex_bin × marital_bin,7,2,9,0.8890097501211132,0.033201518776624056,0.0466037593529296,0.06173812392379499,-0.010913535372257588,0.01399636680678236,4
30,25758,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,7,2,9,0.8890143148073394,0.03295408634011718,0.04453032937209685,0.06490124913903948,-0.01090897068603136,0.01192293682594961,3
31,9622,visits + gained + sex_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,5,2,7,0.8890292387935576,0.031235086571823795,0.0446516285797959,0.03791712838099708,-0.010894046699813198,0.01204423603364866,4
32,16657,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × habit_bin + marital_bin × whitemom_bin,6,2,8,0.8890392214214998,0.030928079580095063,0.04268139035207193,0.06185939500144411,-0.010884064071870925,0.01007399780592469,3
33,15346,fage + visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin,6,1,7,0.8891161485387749,0.03260347985545625,0.04223087904996754,0.03702063712081056,-0.010807136954595897,0.009623486503820305,4
34,20131,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,6,2,8,0.8891220155993869,0.0374222913004234,0.0530841042781109,0.047820921446521454,-0.01080126989398389,0.020476711731963665,5
35,20126,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × habit_bin,6,2,8,0.8891236646884957,0.033164407753354344,0.051559282639904544,0.04803784277974271,-0.010799620804875065,0.018951890093757306,5
36,9641,visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,5,2,7,0.8891237867135414,0.035285610951278246,0.04467629500617607,0.037583023611652076,-0.01079949877982933,0.012068902460028834,4
37,26410,fage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × marital_bin,7,2,9,0.8891246223027386,0.03301204703162412,0.04566852000710255,0.03693250929433819,-0.010798663190632163,0.013061127460955314,4
38,20250,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + marital_bin × whitemom_bin,6,2,8,0.8891763193242683,0.03229252426247852,0.04542922870365247,0.050160307108629246,-0.010746966169102423,0.012821836157505234,4
39,26265,fage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,fage × visits + sex_bin × marital_bin,7,2,9,0.8891918201699097,0.030725734322748707,0.041101352780312975,0.049173475072388804,-0.010731465323461031,0.008493960234165737,4
40,20243,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,6,2,8,0.8891945832140618,0.03330451876969348,0.042689542210672116,0.03911843438473824,-0.010728702279309,0.010082149664524878,4
41,15437,fage + visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,6,2,8,0.8892359184905965,0.03253671737935694,0.04193624755049916,0.03704593483124476,-0.010687367002774284,0.009328855004351926,4
42,20182,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin,6,1,7,0.889278641360671,0.033399095347017516,0.042935884213686194,0.03909824747603941,-0.010644644132699721,0.010328491667538957,4
43,27662,mage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + whitemom_bin × mature_bin,7,2,9,0.8893240578951257,0.037361567539625,0.045205027501872073,0.06815999124912249,-0.010599227598245053,0.012597634955724836,5
44,6708,fage + gained + sex_bin + marital_bin + whitemom_bin,fage × gained + marital_bin × whitemom_bin,5,2,7,0.8893323755537974,0.030889132078281926,0.03468759776636068,0.055349015280569326,-0.010590909939573345,0.0020802052202134394,4
45,20088,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,6,2,8,0.8893571267486783,0.03313151414653073,0.052433901993220136,0.049503742100123,-0.010566158744692467,0.0198265094470729,5
46,28894,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × habit_bin,7,2,9,0.889363234729338,0.03525773206031123,0.05515058047530423,0.054013268878560616,-0.010560050764032769,0.022543187929156994,5
47,32161,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + marital_bin × whitemom_bin,8,2,10,0.8893758164716161,0.03464173221227425,0.05086073232315129,0.05691503633956667,-0.01054746902175463,0.018253339777004052,5
48,26047,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,fage × gained + visits × mature_bin,7,2,9,0.8894032666125564,0.03447036335969847,0.05035706230084993,0.049635942736146466,-0.01052001888081433,0.017749669754702692,4
49,28787,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin,7,1,8,0.8894425098825393,0.03462192966191201,0.05209043111774745,0.04814710388077689,-0.010480775610831494,0.019483038571600213,5
50,28904,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + habit_bin × mature_bin,7,2,9,0.8894425098825393,0.03462192966191201,0.05209043111774745,0.04814710388077689,-0.010480775610831494,0.019483038571600213,5
51,26008,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin,7,1,8,0.8894462920841052,0.03475853587977688,0.04959740614592425,0.04795705446020096,-0.010476993409265556,0.01699001359977701,5
52,26182,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + habit_bin × mature_bin,7,2,9,0.8894462920841052,0.03475853587977688,0.04959740614592425,0.04795705446020096,-0.010476993409265556,0.01699001359977701,5
53,27198,mage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,mage × visits + marital_bin × whitemom_bin,7,2,9,0.8894599764163992,0.03511420947963411,0.04698002051122372,0.07741535079392547,-0.010463309076971572,0.014372627965076483,5
54,16631,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,gained × sex_bin + marital_bin × whitemom_bin,6,2,8,0.8894754592057753,0.029767176615209577,0.04355223121799814,0.06304084833782037,-0.01044782628759544,0.0109448386718509,3
55,15360,fage + visits + gained + sex_bin + whitemom_bin + mature_bin,fage × visits + visits × mature_bin,6,2,8,0.8894898976408404,0.03346524600084117,0.03974110585502881,0.04183132589982803,-0.01043338785253034,0.007133713308881573,4
56,19202,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,6,2,8,0.8894985003884261,0.028115353264558003,0.04642636325294096,0.06078033720164386,-0.0104247851049446,0.01381897070679372,5
57,6578,fage + gained + sex_bin + habit_bin + whitemom_bin,fage × gained,5,1,6,0.889537678156238,0.03402231003091637,0.04492920243691323,0.054975171923456315,-0.010385607337132785,0.012321809890765992,4
58,32155,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × marital_bin,8,2,10,0.8895410338563969,0.032476153870788144,0.053355032702818626,0.046505162917177524,-0.010382251636973816,0.02074764015667139,4
59,14854,fage + visits + gained + sex_bin + habit_bin + whitemom_bin,fage × visits,6,1,7,0.889572410505598,0.034563329946043796,0.043904434429323055,0.06074691552887017,-0.010350874987772762,0.011297041883175818,4
60,9639,visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × whitemom_bin,5,2,7,0.8895757504474002,0.034527802067469734,0.044246079870422506,0.03821432663520542,-0.010347535045970524,0.011638687324275268,4
61,10337,gained + sex_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,5,1,6,0.8895806262315447,0.026206066941102415,0.03904140094186013,0.050973971266717884,-0.010342659261826093,0.006434008395712891,4
62,16639,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,gained × habit_bin + marital_bin × whitemom_bin,6,2,8,0.8895839162984984,0.03301485416450711,0.04674320359591881,0.06395897728507065,-0.010339369194872328,0.014135811049771574,4
63,6577,fage + gained + sex_bin + habit_bin + whitemom_bin,,5,0,5,0.8895842536153898,0.03222203928551701,0.043401763611009184,0.05125113541006454,-0.010339031877980909,0.010794371064861946,4
64,20127,visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × whitemom_bin,6,2,8,0.8895904677622262,0.03565024965922122,0.05234541926341525,0.04425732267125022,-0.010332817731144583,0.019738026717268015,4
65,20209,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,6,2,8,0.8896102310312305,0.031766376768348197,0.04240399695855248,0.040148132855829126,-0.010313054462140259,0.009796604412405242,4
66,16973,fage + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,fage × whitemom_bin + marital_bin × whitemom_bin,6,2,8,0.8896386308913226,0.024766573848261305,0.03966878545840151,0.0520816948097607,-0.010284654602048193,0.007061392912254272,4
67,15423,fage + visits + gained + sex_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,6,2,8,0.889656513531279,0.031346764444653806,0.04171242629252294,0.03818457940144656,-0.010266771962091803,0.009105033746375703,4
68,26175,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × habit_bin,7,2,9,0.8896723818034464,0.0350947688351313,0.052854700047886546,0.052954378500470266,-0.010250903689924318,0.02024730750173931,4
69,6699,fage + gained + sex_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,5,1,6,0.8896731951848883,0.02982093991960359,0.031990846239181005,0.05290014914104591,-0.010250090308482451,-0.0006165463069662327,4
70,28982,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,7,2,9,0.8897043013406737,0.030637459388434353,0.05079495878741105,0.057707485664960055,-0.010218984152697064,0.01818756624126381,4
71,15442,fage + visits + gained + sex_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,6,2,8,0.8897171781981505,0.03451931562682788,0.04189636604289761,0.03752799820163954,-0.010206107295220201,0.009288973496750376,4
72,27012,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,fage × marital_bin + sex_bin × marital_bin,7,2,9,0.8897456734294391,0.028033580160371763,0.045649651860442786,0.04686939139678926,-0.01017761206393164,0.013042259314295548,3
73,27622,mage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits,7,1,8,0.8897664927405258,0.03337412595682308,0.04490356425052944,0.06700675185170035,-0.010156792752844979,0.0122961717043822,5
74,27661,mage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + habit_bin × mature_bin,7,2,9,0.8897664927405258,0.03337412595682308,0.04490356425052944,0.06700675185170035,-0.010156792752844979,0.0122961717043822,5
75,26183,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,7,2,9,0.8897890387610723,0.03739043949376334,0.0497568009450706,0.04769454597803723,-0.010134246732298458,0.017149408398923364,5
76,16937,fage + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,fage × gained + marital_bin × whitemom_bin,6,2,8,0.8897936460576068,0.02539041187204411,0.037405610119616226,0.05305161282997265,-0.010129639435763949,0.004798217573468988,4
77,17663,mage + visits + gained + sex_bin + marital_bin + whitemom_bin,mage × visits + sex_bin × marital_bin,6,2,8,0.8898103607754599,0.03478224538221456,0.0425506260520838,0.06330129970935994,-0.01011292471791081,0.00994323350593656,3
78,28898,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × habit_bin,7,2,9,0.8898183518960867,0.033480924756091685,0.05059668603448111,0.048405685999267624,-0.010104933597284038,0.01798929348833387,5
79,27018,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,fage × marital_bin + marital_bin × whitemom_bin,7,2,9,0.889845796450819,0.028178948457204648,0.045584278963366406,0.05645101704685232,-0.01007748904255179,0.012976886417219169,4
80,32238,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,8,2,10,0.8898517276202046,0.029985700559566487,0.04710452023122942,0.059742673048890235,-0.01007155787316616,0.014497127685082184,3
81,20252,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,6,2,8,0.8898542548432105,0.03620837612718222,0.04256305870734498,0.03985931540182647,-0.010069030650160293,0.009955666161197745,4
82,6734,fage + gained + sex_bin + marital_bin + whitemom_bin,gained × sex_bin + marital_bin × whitemom_bin,5,2,7,0.8898739886121725,0.029041564086233828,0.03148500888238821,0.05370833595802193,-0.010049296881198266,-0.0011223836637590245,4
83,26174,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,7,2,9,0.8899239772293808,0.033930871865308736,0.049344083152489684,0.04856081046727005,-0.009999308263989981,0.016736690606342447,5
84,28893,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,7,2,9,0.8899307238068058,0.033859073633057325,0.05197970389562876,0.04864354743360254,-0.009992561686564927,0.019372311349481523,5
85,10346,gained + sex_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + marital_bin × whitemom_bin,5,2,7,0.8899307407073989,0.02571460086779148,0.038607541357473976,0.05176270516436621,-0.00999254478597189,0.006000148811326739,4
86,20285,visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,6,2,8,0.889935483476435,0.028573993406767206,0.04122515256650392,0.054174137850260554,-0.00998780201693572,0.008617760020356684,4
87,26140,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,7,2,9,0.8899388872876297,0.033744646082856586,0.048954382748380335,0.04957744734153947,-0.00998439820574104,0.016346990202233097,5
88,20553,gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,6,1,7,0.8899643402754395,0.028286215640879447,0.04939057725125329,0.05537376628953751,-0.009958945217931281,0.01678318470510605,5
89,20655,gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + marital_bin × whitemom_bin,6,2,8,0.8899643402754395,0.028286215640879405,0.04939057725125329,0.05537376628953763,-0.009958945217931281,0.01678318470510605,5
90,26944,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,7,1,8,0.8899850642533733,0.028351211950930093,0.04589541090389897,0.05794471161681983,-0.009938221239997436,0.01328801835775173,3
91,27151,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + marital_bin × whitemom_bin,7,2,9,0.8899850642533735,0.028351211950930183,0.04589541090389897,0.05794471161681994,-0.009938221239997214,0.01328801835775173,3
92,26279,fage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,fage × gained + visits × mature_bin,7,2,9,0.8899957683212518,0.03402638141225504,0.04108678474749139,0.03951313850964345,-0.009927517172118927,0.008479392201344152,4
93,6594,fage + gained + sex_bin + habit_bin + whitemom_bin,fage × gained + sex_bin × habit_bin,5,2,7,0.8900089135975335,0.03371155537948336,0.04352346050507298,0.05486203795303124,-0.009914371895837215,0.010916067958925746,4
94,6592,fage + gained + sex_bin + habit_bin + whitemom_bin,fage × gained + gained × habit_bin,5,2,7,0.8900110813911251,0.03527565995231604,0.04698273646988702,0.05872867287188832,-0.009912204102245692,0.014375343923739785,4
95,14878,fage + visits + gained + sex_bin + habit_bin + whitemom_bin,fage × visits + gained × habit_bin,6,2,8,0.8900307303341698,0.03636985248082939,0.046614742527392616,0.06696920656345536,-0.009892555159200955,0.014007349981245379,3
96,10383,gained + sex_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + whitemom_bin × mature_bin,5,2,7,0.8900400817788052,0.030122749634477426,0.03966773598339033,0.05080504675263572,-0.009883203714565525,0.007060343437243093,4
97,3183,gained + sex_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,4,1,5,0.8900440095670044,0.03397632979968123,0.034297473367432406,0.047518799265998564,-0.009879275926366393,0.0016900808212851684,4
98,6723,fage + gained + sex_bin + marital_bin + whitemom_bin,fage × marital_bin + marital_bin × whitemom_bin,5,2,7,0.8900501468206234,0.02978509944121811,0.031424061808932716,0.05261411478489449,-0.009873138672747306,-0.0011833307372145219,4
99,28907,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + whitemom_bin × mature_bin,7,2,9,0.8900670418353425,0.037678622040288406,0.05230470003873235,0.048017325488228436,-0.009856243658028285,0.019697307492585116,5
100,26240,fage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin,7,1,8,0.8900737350243281,0.033348357265961616,0.03966365516825614,0.03803908129058418,-0.009849550469042678,0.0070562626221089,4
101,20547,gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin,6,1,7,0.8900807704980902,0.0270950310812842,0.04925760177251544,0.04656547711440594,-0.009842514995280549,0.0166502092263682,3
102,20629,gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + habit_bin × mature_bin,6,2,8,0.8900807704980902,0.02709503108128418,0.04925760177251544,0.04656547711440594,-0.009842514995280549,0.0166502092263682,3
103,16923,fage + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,6,1,7,0.8900817018091279,0.026349495414600896,0.036118079446209615,0.05176745257992968,-0.009841583684242816,0.0035106869000623778,4
104,27654,mage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,mage × visits + gained × habit_bin,7,2,9,0.8900911250802166,0.03374809063827382,0.0477816764736221,0.07208289256455082,-0.009832160413154156,0.015174283927474864,5
105,6585,fage + gained + sex_bin + habit_bin + whitemom_bin,sex_bin × habit_bin,5,1,6,0.890106968709555,0.031638462229825186,0.04194463655045637,0.051305252227055946,-0.009816316783815782,0.009337244004309131,3
106,26406,fage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + gained × sex_bin,7,2,9,0.8901176644431399,0.033316884610840224,0.03936279834953251,0.03806572657323834,-0.009805621050230862,0.006755405803385274,4
107,26178,fage + visits + gained + sex_bin + habit_bin + whitemom_bin + mature_bin,visits × mature_bin + sex_bin × habit_bin,7,2,9,0.8901255190568719,0.03358643576599875,0.04813354793505755,0.04783630426104621,-0.009797766436498878,0.015526155388910313,4
108,26413,fage + visits + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin + marital_bin × whitemom_bin,7,2,9,0.8901410352975324,0.03182763346585773,0.042176230450783225,0.04980177845668932,-0.009782250195838338,0.009568837904635988,4
109,16992,fage + gained + sex_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + marital_bin × whitemom_bin,6,2,8,0.8901426801969456,0.026097400259054732,0.035657409218564196,0.052580039717011244,-0.009780605296425104,0.003050016672416958,4
110,16608,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + sex_bin × marital_bin,6,2,8,0.8901478268035282,0.031295907188524576,0.043774447431724275,0.05186134835955148,-0.009775458689842531,0.011167054885577038,3
111,26938,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin,7,1,8,0.8901563166733764,0.027730412107523673,0.04556493893296858,0.04898212714389121,-0.009766968819994393,0.01295754638682134,3
112,27125,fage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + habit_bin × mature_bin,7,2,9,0.8901563166733764,0.027730412107523673,0.04556493893296858,0.04898212714389121,-0.009766968819994393,0.01295754638682134,3
113,31928,fage + visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,fage × gained + visits × mature_bin,8,2,10,0.8901586926721018,0.034018141298875544,0.04884898715418704,0.05071156676549114,-0.009764592821268958,0.016241594608039804,4
114,28750,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,7,2,9,0.8901743383186871,0.02779830541383452,0.04468380214742149,0.05911015897497187,-0.009748947174683664,0.012076409601274256,5
115,6583,fage + gained + sex_bin + habit_bin + whitemom_bin,gained × habit_bin,5,1,6,0.8901764833780896,0.03319590734779465,0.04578971303674919,0.05417820426619034,-0.009746802115281117,0.013182320490601952,4
