termino,coeficiente
intercepto,6.5131921396655095
fage,0.012296019618753139
gained,0.007240845854439341
sex_bin,0.18103001219463924
habit_bin,-0.6113384763500389
marital_bin,-0.5235940616026228
whitemom_bin,0.15996395967013502
sex_bin × marital_bin,0.2841637502828823
marital_bin × whitemom_bin,0.42874068231634377
